ID,Question,Hardness,Gold SQL,Single_Agent_SQL,Single_Agent_Correct,Single_Agent_Time,Multi_Agent_SQL,Multi_Agent_Correct,Multi_Agent_Time,Multi_Agent_RAG_SQL,Multi_Agent_RAG_Correct,Multi_Agent_RAG_Time
12,What language is predominantly spoken in Aruba?,medium,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  ""Aruba"" ORDER BY Percentage DESC LIMIT 1",SELECT T2.Language FROM country AS T1 INNER JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Name = 'Aruba',No,2.5,SELECT cl.Language FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.Name = 'Aruba';,No,9.0,SELECT cl.Language FROM country AS c JOIN countrylanguage AS cl ON c.Code = cl.CountryCode WHERE c.Name = 'Aruba';,No,8.7
13,What are the population and life expectancies in Brazil?,easy,"SELECT Population ,  LifeExpectancy FROM country WHERE Name  =  ""Brazil""","SELECT T1.Population, T1.LifeExpectancy 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
WHERE T1.Name = 'Brazil' AND T2.Language = 'Portuguese';",Yes,3.5,"SELECT c.Population, c.LifeExpectancy FROM country AS c WHERE c.Name = 'Brazil';",Yes,9.7,"SELECT Population, LifeExpectancy FROM country WHERE Name = 'Brazil';",Yes,9.3
14,Give me Brazil’s population and life expectancies.,easy,"SELECT Population ,  LifeExpectancy FROM country WHERE Name  =  ""Brazil""","SELECT T1.Population, T1.LifeExpectancy 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
WHERE T1.Name = 'Brazil' AND T2.Language = 'Portuguese';",Yes,3.9,"SELECT Population, LifeExpectancy FROM country WHERE Name = 'Brazil';",Yes,9.9,"SELECT Population, LifeExpectancy FROM country WHERE Name = 'Brazil';",Yes,9.7
15,What are the region and population of Angola?,easy,"SELECT Population ,  Region FROM country WHERE Name  =  ""Angola""","SELECT T2.Region, T2.Population FROM country AS T1 INNER JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Name = 'Angola'",No,2.7,"SELECT Region, Population FROM country WHERE Name = 'Angola';",Yes,10.5,"SELECT Region, Population FROM country WHERE Code = 'ANG';",No,9.8
16,What region does Angola belong to and what is its population?,easy,"SELECT Population ,  Region FROM country WHERE Name  =  ""Angola""","SELECT T2.Region, T1.Population 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
WHERE T1.Name = 'Angola';",No,3.0,"SELECT r.Region, c.Population FROM country AS c JOIN region AS r ON c.Region = r.Code WHERE c.Name = 'Angola';",No,10.5,"SELECT r.Region, c.Population FROM country AS c JOIN region AS r ON c.Region = r.Name WHERE c.Code = 'ANG';",No,66.9
17,What is the average expected life expectancy for countries in the region of Central Africa?,easy,"SELECT avg(LifeExpectancy) FROM country WHERE Region  =  ""Central Africa""",SELECT AVG(T1.LifeExpectancy) FROM country AS T1 INNER JOIN countryregion AS T2 ON T1.Code = T2.CountryCode WHERE T2.Region = 'Central Africa';,No,2.6,SELECT AVG(LifeExpectancy) FROM country WHERE Region = 'Central Africa';,Yes,9.3,SELECT AVG(LifeExpectancy) FROM country WHERE Region = 'Central Africa';,Yes,8.9
18,How long is the people’s average life expectancy in Central Africa?,easy,"SELECT avg(LifeExpectancy) FROM country WHERE Region  =  ""Central Africa""","SELECT AVG(T1.LifeExpectancy) 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
WHERE T1.Continent = 'Africa' AND T2.Language = 'English';",No,2.8,SELECT AVG(lifeExpectancy) FROM country WHERE Continent = 'Africa';,No,9.0,SELECT AVG(lifeExpectancy) FROM country WHERE Continent = 'Africa';,No,8.7
19,What is the name of country that has the shortest life expectancy in Asia?,easy,"SELECT Name FROM country WHERE Continent  =  ""Asia"" ORDER BY LifeExpectancy LIMIT 1","SELECT T1.Name 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
JOIN country AS T3 ON T2.CountryCode = T3.Code 
WHERE T3.Continent = 'Asia' AND T2.Percentage = ( SELECT MIN(Percentage) FROM countrylanguage WHERE CountryCode IN ( SELECT Code FROM country WHERE Continent = 'Asia' ) );",No,4.8,SELECT Name FROM country WHERE Continent = 'Asia' AND LifeExpectancy = (SELECT MIN(LifeExpectancy) FROM country WHERE Continent = 'Asia');,Yes,9.3,SELECT Name FROM country WHERE Continent = 'Asia' AND LifeExpectancy = (SELECT MIN(LifeExpectancy) FROM country WHERE Continent = 'Asia');,Yes,9.6
20,Give the name of the country in Asia with the lowest life expectancy.,easy,"SELECT Name FROM country WHERE Continent  =  ""Asia"" ORDER BY LifeExpectancy LIMIT 1","SELECT T1.Name 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
WHERE T1.Continent = 'Asia' AND T2.Language = 'English' ORDER BY T1.LifeExpectancy LIMIT 1;",No,3.9,SELECT Name FROM country WHERE Continent = 'Asia' ORDER BY LifeExpectancy LIMIT 1;,Yes,11.2,SELECT Name FROM country WHERE Continent = 'Asia' ORDER BY LifeExpectancy LIMIT 1;,Yes,10.4
21,What is the total population and maximum GNP in Asia?,easy,"SELECT sum(Population) ,  max(GNP) FROM country WHERE Continent  =  ""Asia""","SELECT SUM(c.Population), MAX(c.GNP) 
FROM country c 
JOIN countrylanguage cl ON c.Code = cl.CountryCode 
WHERE c.Continent = 'Asia' AND cl.Language = 'English';",No,3.9,SELECT SUM(Population) FROM country WHERE Continent = 'Asia' AND Population > 0;,No,10.5,SELECT SUM(Population) FROM country WHERE Continent = 'Asia' AND GNP = (SELECT MAX(GNP) FROM country WHERE Continent = 'Asia');,No,10.3
22,"How many people live in Asia, and what is the largest GNP among them?",easy,"SELECT sum(Population) ,  max(GNP) FROM country WHERE Continent  =  ""Asia""","SELECT T1.Population, MAX(T2.GNP) FROM country AS T1 INNER JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Continent = 'Asia' GROUP BY T1.Code",No,3.3,SELECT SUM(Population) FROM country WHERE Continent = 'Asia' AND Population > 0 ORDER BY GNP DESC LIMIT 1;,No,10.5,SELECT SUM(Population) FROM country WHERE Continent = 'Asia' AND Population > 0 ORDER BY GNP DESC LIMIT 1;,No,10.0
23,What is the average life expectancy in African countries that are republics?,easy,"SELECT avg(LifeExpectancy) FROM country WHERE Continent  =  ""Africa"" AND GovernmentForm  =  ""Republic""","SELECT AVG(T2.LifeExpectancy) 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
JOIN country AS T3 ON T2.CountryCode = T3.Code 
WHERE T1.Continent = 'Africa' AND T1.GovernmentForm = 'Republic'",No,4.8,SELECT AVG(LifeExpectancy) FROM country WHERE Continent = 'Africa' AND GovernmentForm = 'Republic';,Yes,9.2,SELECT AVG(LifeExpectancy) FROM country WHERE Continent = 'Africa' AND GovernmentForm = 'Republic';,Yes,9.3
24,Give the average life expectancy for countries in Africa which are republics?,easy,"SELECT avg(LifeExpectancy) FROM country WHERE Continent  =  ""Africa"" AND GovernmentForm  =  ""Republic""","SELECT AVG(T1.LifeExpectancy) 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
JOIN country AS T3 ON T2.CountryCode = T3.Code 
WHERE T1.Continent = 'Africa' AND T3.GovernmentForm = 'Republic'",No,4.3,SELECT AVG(LifeExpectancy) FROM country WHERE Continent = 'Africa' AND GovernmentForm = 'Republic';,Yes,9.2,SELECT AVG(LifeExpectancy) FROM country WHERE Continent = 'Africa' AND GovernmentForm = 'Republic';,Yes,9.2
25,What is the total surface area of the continents Asia and Europe?,easy,"SELECT sum(SurfaceArea) FROM country WHERE Continent  =  ""Asia"" OR Continent  =  ""Europe""","SELECT SUM(T1.SurfaceArea) FROM country AS T1 INNER JOIN countrycontinent AS T2 ON T1.Code = T2.Code WHERE T2.Continent IN ('Asia', 'Europe')",No,2.4,"SELECT SUM(SurfaceArea) FROM country WHERE Continent IN ('Asia', 'Europe');",Yes,9.7,"SELECT SUM(SurfaceArea) FROM country WHERE Continent IN ('Asia', 'Europe');",Yes,9.7
26,Give the total surface area covered by countries in Asia or Europe.,easy,"SELECT sum(SurfaceArea) FROM country WHERE Continent  =  ""Asia"" OR Continent  =  ""Europe""","SELECT SUM(T1.SurfaceArea) FROM country AS T1 INNER JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Continent IN ('Asia', 'Europe') AND T2.Language = 'eng'",No,2.8,"SELECT SUM(SurfaceArea) FROM country WHERE Continent IN ('Asia', 'Europe');",Yes,10.6,"SELECT SUM(SurfaceArea) FROM country WHERE Continent IN ('Asia', 'Europe');",Yes,10.2
27,How many people live in Gelderland district?,easy,"SELECT sum(Population) FROM city WHERE District  =  ""Gelderland""",SELECT T1.Population FROM city AS T1 INNER JOIN country AS T2 ON T1.CountryCode = T2.Code WHERE T1.District = 'Gelderland',No,2.3,SELECT Population FROM city WHERE District = 'Gelderland';,No,9.3,SELECT COUNT(*) FROM city WHERE District = 'Gelderland';,No,8.9
28,What is the total population of Gelderland district?,easy,"SELECT sum(Population) FROM city WHERE District  =  ""Gelderland""",SELECT SUM(T1.Population) FROM city AS T1 INNER JOIN country AS T2 ON T1.CountryCode = T2.Code WHERE T1.District = 'Gelderland',Yes,2.3,SELECT SUM(Population) FROM city WHERE District = 'Gelderland';,Yes,10.0,SELECT SUM(Population) FROM city WHERE District = 'Gelderland';,Yes,9.0
29,What is the average GNP and total population in all nations whose government is US territory?,easy,"SELECT avg(GNP) ,  sum(population) FROM country WHERE GovernmentForm  =  ""US Territory""","SELECT AVG(GNP) ,  SUM(Population) 
FROM country 
WHERE GovernmentForm = 'US territory'",No,1.9,"SELECT AVG(GNP), SUM(Population) FROM country WHERE Code IN (SELECT Code FROM us_territory);",No,13.9,"SELECT AVG(GNP), SUM(Population) FROM country WHERE Code2 = 'US';",No,12.0
30,Give the mean GNP and total population of nations which are considered US territory.,easy,"SELECT avg(GNP) ,  sum(population) FROM country WHERE GovernmentForm  =  ""US Territory""","SELECT AVG(GNP) ,  SUM(Population) FROM country WHERE Code IN ( SELECT Code FROM country WHERE Name = 'United States of America' )",No,2.1,"SELECT AVG(GNP) AS mean_GNP, SUM(Population) FROM country WHERE Code = 'US';",No,9.7,SELECT AVG(GNP) FROM country WHERE Code = 'US';,No,10.0
31,How many unique languages are spoken in the world?,easy,SELECT count(DISTINCT LANGUAGE) FROM countrylanguage,SELECT COUNT(DISTINCT Language) FROM countrylanguage,Yes,1.5,SELECT COUNT(DISTINCT cl.Language) FROM countrylanguage AS cl;,Yes,9.1,SELECT COUNT(DISTINCT Language) FROM countrylanguage;,Yes,9.1
32,What is the number of distinct languages used around the world?,easy,SELECT count(DISTINCT LANGUAGE) FROM countrylanguage,SELECT COUNT(DISTINCT Language) FROM countrylanguage,Yes,1.5,SELECT COUNT(DISTINCT Language) FROM countrylanguage;,Yes,8.7,SELECT COUNT(DISTINCT Language) FROM countrylanguage;,Yes,8.8
33,How many type of governments are in Africa?,easy,"SELECT count(DISTINCT GovernmentForm) FROM country WHERE Continent  =  ""Africa""",SELECT COUNT(DISTINCT GovernmentForm) FROM country WHERE Continent = 'Africa',Yes,1.7,SELECT COUNT(DISTINCT GovernmentForm) FROM country WHERE Continent = 'Africa';,Yes,9.6,SELECT COUNT(DISTINCT GovernmentForm) FROM country WHERE Continent = 'Africa';,Yes,9.2
34,How many different forms of governments are there in Africa?,easy,"SELECT count(DISTINCT GovernmentForm) FROM country WHERE Continent  =  ""Africa""",SELECT COUNT(DISTINCT GovernmentForm) FROM country WHERE Continent = 'Africa',Yes,1.9,SELECT COUNT(DISTINCT GovernmentForm) FROM country WHERE Continent = 'Africa';,Yes,10.9,SELECT COUNT(DISTINCT GovernmentForm) FROM country WHERE Continent = 'Africa';,Yes,10.3
35,What is the total number of languages used in Aruba?,medium,"SELECT COUNT(T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  ""Aruba""",SELECT COUNT(DISTINCT T1.Language) FROM countrylanguage AS T1 INNER JOIN country AS T2 ON T1.CountryCode = T2.Code WHERE T2.Name = 'Aruba';,Yes,2.9,SELECT COUNT(*) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.Name = 'Aruba';,Yes,11.0,SELECT COUNT(*) FROM countrylanguage WHERE CountryCode = 'ABW';,Yes,10.1
36,How many languages are spoken in Aruba?,medium,"SELECT COUNT(T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  ""Aruba""",SELECT COUNT(DISTINCT T2.Language) FROM country AS T1 INNER JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Name = 'Aruba';,Yes,2.6,SELECT COUNT(DISTINCT cl.Language) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.Name = 'Aruba';,Yes,11.1,SELECT COUNT(*) FROM countrylanguage WHERE CountryCode = 'ABW';,Yes,9.7
37,How many official languages does Afghanistan have?,medium,"SELECT COUNT(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  ""Afghanistan"" AND IsOfficial  =  ""T""",SELECT COUNT(T1.Language) FROM countrylanguage AS T1 INNER JOIN country AS T2 ON T1.CountryCode = T2.Code WHERE T1.IsOfficial = 'T' AND T2.Name = 'Afghanistan';,Yes,3.0,SELECT COUNT(DISTINCT cl.Language) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.Name = 'Afghanistan' AND cl.IsOfficial = 't';,No,9.8,SELECT COUNT(*) FROM countrylanguage WHERE CountryCode = 'AFN' AND IsOfficial = 't';,No,8.7
38,How many official languages are spoken in Afghanistan?,medium,"SELECT COUNT(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Name  =  ""Afghanistan"" AND IsOfficial  =  ""T""",SELECT COUNT(DISTINCT T2.Language) FROM country AS T1 INNER JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Name = 'Afghanistan' AND T2.IsOfficial = 'T';,Yes,3.5,SELECT COUNT(DISTINCT cl.Language) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.Name = 'Afghanistan' AND cl.IsOfficial = 't';,No,10.3,SELECT COUNT(*) FROM countrylanguage WHERE CountryCode = 'AFN' AND IsOfficial = 't';,No,10.2
39,What is name of the country that speaks the largest number of languages?,medium,SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name ORDER BY COUNT(*) DESC LIMIT 1,"SELECT T1.Name 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
GROUP BY T1.Code 
ORDER BY COUNT(T2.Language) DESC LIMIT 1;",No,3.1,SELECT cl.Language FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code GROUP BY cl.Language ORDER BY COUNT(cl.Language) DESC LIMIT 1;,No,11.6,SELECT c.Name FROM country AS c JOIN countrylanguage AS cl ON c.Code = cl.CountryCode GROUP BY c.Name ORDER BY COUNT(cl.Language) DESC LIMIT 1;,Yes,10.6
40,Give the name of the nation that uses the greatest amount of languages.,medium,SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name ORDER BY COUNT(*) DESC LIMIT 1,"SELECT T1.Name 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
GROUP BY T1.Name 
ORDER BY COUNT(T2.Language) DESC LIMIT 1;",Yes,3.5,SELECT cl.Language FROM countrylanguage AS cl GROUP BY cl.CountryCode ORDER BY COUNT(cl.Language) DESC LIMIT 1;,No,9.7,SELECT cl.Language FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code GROUP BY c.Code ORDER BY COUNT(cl.Language) DESC LIMIT 1;,No,9.4
41,Which continent has the most diverse languages?,medium,SELECT T1.Continent FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Continent ORDER BY COUNT(*) DESC LIMIT 1,"SELECT T1.Continent 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
GROUP BY T1.Continent 
ORDER BY COUNT(T2.Language) DESC LIMIT 1;",Yes,3.4,"SELECT c.Continent, COUNT(DISTINCT cl.Language) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code GROUP BY c.Continent ORDER BY COUNT(DISTINCT cl.Language) DESC LIMIT 1;",No,11.8,"SELECT c.Continent, COUNT(DISTINCT cl.Language) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code GROUP BY c.Continent ORDER BY COUNT(DISTINCT cl.Language) DESC LIMIT 1;",No,11.4
42,Which continent speaks the most languages?,medium,SELECT T1.Continent FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Continent ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.Continent FROM country AS T1 INNER JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode GROUP BY T1.Continent ORDER BY COUNT(T2.Language) DESC LIMIT 1,Yes,3.7,SELECT cl.Percentage FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code GROUP BY cl.Language ORDER BY SUM(cl.Percentage) DESC LIMIT 1;,No,10.6,"SELECT c.Continent, COUNT(cl.Language) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code GROUP BY c.Continent ORDER BY COUNT(cl.Language) DESC LIMIT 1;",No,10.4
43,What is the number of distinct continents where Chinese is spoken?,medium,"SELECT COUNT( DISTINCT Continent) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Chinese""",SELECT COUNT(DISTINCT T2.Continent) FROM countrylanguage AS T1 INNER JOIN country AS T2 ON T1.CountryCode = T2.Code WHERE T1.Language = 'Chinese',Yes,3.5,SELECT COUNT(DISTINCT c.Continent) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE cl.Language = 'Chinese';,Yes,10.3,SELECT COUNT(DISTINCT c.Continent) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE Language = 'Chinese';,Yes,10.1
44,How many continents speak Chinese?,medium,"SELECT COUNT( DISTINCT Continent) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Chinese""",SELECT COUNT(DISTINCT T2.Continent) FROM countrylanguage AS T1 INNER JOIN country AS T2 ON T1.CountryCode = T2.Code WHERE T1.Language = 'Chinese',Yes,3.0,SELECT COUNT(DISTINCT cl.Language) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.Name = 'China' AND cl.IsOfficial = 't';,No,11.0,SELECT COUNT(DISTINCT cl.CountryCode) FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.Name = 'China' AND cl.Language = 'Chinese';,No,15.2
45,What are the regions that use English or Dutch?,medium,"SELECT DISTINCT T1.Region FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" OR T2.Language  =  ""Dutch""","SELECT T2.Region 
FROM countrylanguage AS T1 
JOIN country AS T2 ON T1.CountryCode = T2.Code 
WHERE T1.Language IN ('English', 'Dutch')",Yes,2.9,"SELECT r.Region FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE cl.Language IN ('English', 'Dutch');",No,10.8,"SELECT c.Region FROM country AS c JOIN countrylanguage AS cl ON c.Code = cl.CountryCode WHERE Language IN ('English', 'Dutch');",Yes,17.5
46,Which regions speak Dutch or English?,medium,"SELECT DISTINCT T1.Region FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" OR T2.Language  =  ""Dutch""","SELECT T1.Region 
FROM country AS T1 
JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode 
WHERE T2.Language IN ('Dutch', 'English')",Yes,2.8,"SELECT cl.Percentage FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.Name IN ('Netherlands', 'United Kingdom') AND c.Code2 IN ('NL', 'GB');",No,10.5,"SELECT cl.Percentage FROM countrylanguage AS cl JOIN country AS c ON cl.CountryCode = c.Code WHERE c.Name IN ('Netherlands', 'United Kingdom') AND NOT Region IS NULL;",No,10.6
47,Which language is the most popular on the Asian continent?,medium,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.Continent  =  ""Asia"" GROUP BY T2.Language ORDER BY COUNT (*) DESC LIMIT 1",SELECT T1.Language FROM country AS T1 INNER JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.Continent = 'Asia' ORDER BY T2.Percentage DESC LIMIT 1;,No,4.0,SELECT cl.Language FROM country AS c JOIN countrylanguage AS cl ON c.Code = cl.CountryCode WHERE c.Continent = 'Asia' ORDER BY cl.Percentage DESC LIMIT 1;,No,11.1,SELECT cl.Language FROM country AS c JOIN countrylanguage AS cl ON c.Code = cl.CountryCode WHERE c.Continent = 'Asia' ORDER BY cl.Percentage DESC LIMIT 1;,No,10.3
